contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
ERZ773086.3573-NODE-3573-length-7718-cov-9.658880	7718	phage	0.002	0.994	False	False	0.402	0.000	bacteria	0	3	0	0	-2.469	0.306	7.820	1.706	-8.312	0.423	-3.844	0.279	3V		
ERZ773086.3615-NODE-3615-length-7643-cov-2.349236	7643	phage	0.114	0.850	False	False	0.348	0.000	bacteria	0	3	0	0	-0.037	0.639	4.957	0.447	-6.633	0.494	-4.348	0.036	3V		
ERZ773086.3624-NODE-3624-length-7625-cov-2.901717	7625	phage	0.241	0.715	False	False	0.518	0.000	bacteria	0	3	0	0	1.553	0.367	5.129	0.580	-6.305	0.865	-4.422	0.347	3V		
ERZ773086.3665-NODE-3665-length-7566-cov-2.882972	7566	phage	0.390	0.900	False	False	0.422	0.000	bacteria	1	2	0	0	3.459	4.094	3.520	1.983	-6.480	0.733	-5.586	0.262	1n2V		
ERZ773086.3725-NODE-3725-length-7492-cov-65.483125	7492	phage	0.076	0.951	False	False	0.448	0.000	bacteria	0	3	0	0	-0.290	0.569	5.840	1.577	-6.449	0.928	-6.531	0.434	3V		
ERZ773086.3767-NODE-3767-length-7439-cov-5.434588	7439	phage	0.269	0.808	False	False	0.435	0.000	bacteria	0	3	0	0	-0.186	1.379	4.449	1.485	-5.680	0.491	-3.455	0.139	3V		
ERZ773086.3823-NODE-3823-length-7372-cov-3.307776	7372	phage	0.135	0.759	False	False	0.599	0.000	bacteria	0	3	0	0	1.254	0.431	5.836	0.862	-7.328	0.328	-4.777	0.029	3V		
ERZ773086.3833-NODE-3833-length-7351-cov-5.246711	7351	phage	0.055	0.794	False	False	0.404	0.000	bacteria	0	3	0	0	-0.599	0.784	5.438	0.434	-5.422	1.629	-3.762	0.167	3V		
ERZ773086.3840-NODE-3840-length-7347-cov-3.266182	7347	phage	0.036	0.937	False	False	0.553	0.000	bacteria	0	3	0	0	-0.108	0.176	5.930	0.489	-7.059	0.382	-3.943	0.226	3V		
ERZ773086.3873-NODE-3873-length-7310-cov-8.279531	7310	phage	0.314	0.651	True	False	0.440	0.000	bacteria	1	2	0	0	2.984	4.375	3.123	3.678	-5.801	1.741	-3.658	0.404	1n2V		
ERZ773086.3923-NODE-3923-length-7251-cov-5.376737	7251	phage	0.314	0.556	False	False	0.217	0.000	bacteria	0	3	0	0	0.658	0.808	3.764	0.136	-5.359	0.582	-3.367	0.636	3V		
ERZ773086.4014-NODE-4014-length-7122-cov-2.537993	7122	phage	0.286	0.691	False	False	0.433	0.000	bacteria	0	3	0	0	0.458	0.229	3.898	0.498	-5.441	0.548	-2.816	0.772	3V		
ERZ773086.4021-NODE-4021-length-7115-cov-2.180028	7115	phage	0.526	0.795	False	False	0.391	0.000	bacteria	0	3	0	0	1.708	0.242	3.785	0.129	-4.527	0.221	-4.559	0.030	3V		
ERZ773086.4129-NODE-4129-length-6978-cov-5.023256	6978	phage	0.127	0.797	False	False	0.599	0.000	bacteria	0	3	0	0	-0.162	1.030	4.703	0.464	-6.836	0.232	-2.963	0.246	3V		
ERZ773086.4148-NODE-4148-length-6953-cov-7.145115	6953	phage	0.424	0.657	False	False	0.429	0.000	bacteria	0	3	0	0	-1.125	0.972	3.789	2.121	-4.836	0.463	-1.670	2.674	3V		
ERZ773086.4149-NODE-4149-length-6953-cov-2.345607	6953	phage	0.081	0.889	False	False	0.555	0.000	bacteria	0	3	0	0	-0.458	0.675	5.426	1.038	-6.848	0.114	-3.203	0.039	3V		
ERZ773086.4173-NODE-4173-length-6922-cov-6.218727	6922	phage	0.061	0.948	False	False	0.377	0.000	bacteria	0	3	0	0	-0.514	0.119	4.938	0.761	-6.262	0.873	-3.395	0.543	3V		
ERZ773086.4186-NODE-4186-length-6900-cov-2.677867	6900	phage	0.270	0.720	False	False	0.374	0.000	bacteria	0	3	0	0	0.045	0.879	5.125	3.578	-5.641	5.746	-4.234	0.772	3V		
ERZ773086.4286-NODE-4286-length-6769-cov-2.887399	6769	phage	0.167	0.600	False	False	0.574	0.000	bacteria	0	3	0	0	-0.046	0.056	4.129	0.875	-4.250	1.667	-4.336	0.014	3V		
ERZ773086.4293-NODE-4293-length-6762-cov-8.867899	6762	phage	0.343	0.684	False	False	0.362	0.000	bacteria	0	3	0	0	1.067	0.015	4.047	0.868	-6.586	1.030	-4.230	1.015	3V		
ERZ773086.4305-NODE-4305-length-6752-cov-15.808870	6752	phage	0.139	0.733	False	False	0.504	0.000	bacteria	0	3	0	0	-1.081	0.004	4.680	2.209	-4.820	1.958	-2.646	1.554	3V		
ERZ773086.4304-NODE-4304-length-6754-cov-9.501418	6754	phage	0.534	0.741	False	False	0.716	0.000	bacteria	1	2	0	0	1.836	0.891	3.250	1.542	-5.188	0.586	-4.102	0.701	1n2V		
ERZ773086.4312-NODE-4312-length-6747-cov-2.675882	6747	phage	0.408	0.791	True	False	0.372	0.000	bacteria	1	2	0	0	1.008	1.635	3.559	4.168	-6.172	0.887	-2.566	0.592	2V1n		
ERZ773086.4375-NODE-4375-length-6682-cov-3.116644	6682	phage	0.639	0.748	False	False	0.381	0.000	bacteria	1	2	0	0	2.242	0.583	3.295	1.123	-6.496	0.524	-4.781	0.464	1n2V		
ERZ773086.4377-NODE-4377-length-6681-cov-3.021280	6681	phage	0.369	0.873	False	False	0.569	0.000	bacteria	0	3	0	0	1.139	0.723	4.855	2.840	-6.922	0.021	-3.742	0.833	3V		
ERZ773086.4379-NODE-4379-length-6680-cov-14.944755	6680	phage	0.562	0.832	False	False	0.467	0.000	bacteria	0	3	0	0	1.622	1.472	3.766	0.046	-5.555	0.471	-4.602	0.689	3V		
ERZ773086.4385-NODE-4385-length-6675-cov-4.789426	6675	phage	0.358	0.667	False	False	0.659	0.000	bacteria	0	3	0	0	0.198	0.655	3.725	1.401	-4.355	3.346	-3.256	0.932	3V		
ERZ773086.4398-NODE-4398-length-6652-cov-3.503865	6652	phage	0.058	0.794	False	False	0.292	0.000	bacteria	0	3	0	0	-0.502	0.019	4.844	0.363	-5.637	0.990	-3.119	0.365	3V		
ERZ773086.4442-NODE-4442-length-6612-cov-22.728534	6612	phage	0.476	0.725	False	False	0.349	0.000	bacteria	1	2	0	0	1.008	1.583	3.078	0.330	-4.852	0.039	-3.354	0.255	1n2V		
ERZ773086.4530-NODE-4530-length-6490-cov-5.980109	6490	phage	0.348	0.644	False	False	0.503	0.000	bacteria	1	2	0	0	1.461	1.675	3.432	2.451	-4.402	3.176	-3.791	1.157	2V1n		
ERZ773086.4547-NODE-4547-length-6473-cov-2.586476	6473	phage	0.001	0.951	False	False	0.523	0.000	bacteria	0	3	0	0	-2.992	0.027	7.465	0.730	-6.379	4.102	-4.184	0.059	3V		
ERZ773086.4563-NODE-4563-length-6460-cov-3.650273	6460	phage	0.381	0.794	False	False	0.522	0.000	bacteria	1	2	0	0	1.886	1.273	4.617	1.881	-6.492	5.898	-4.086	0.019	1V1n1V		
ERZ773086.4570-NODE-4570-length-6445-cov-2.152269	6445	phage	0.405	0.625	False	False	0.492	0.000	bacteria	0	3	0	0	1.047	0.084	3.982	0.762	-10.188	0.643	-2.000	1.460	3V		
ERZ773086.4722-NODE-4722-length-6304-cov-2.662026	6304	phage	0.238	0.518	False	False	0.559	0.000	bacteria	0	3	0	0	-1.387	0.118	3.578	0.949	-2.756	3.381	-2.414	0.694	3V		
ERZ773086.4731-NODE-4731-length-6296-cov-4.890883	6296	phage	0.572	0.565	False	False	0.549	0.000	bacteria	0	3	0	0	1.813	0.917	4.246	1.702	-6.691	1.631	-4.043	0.196	3V		
ERZ773086.4734-NODE-4734-length-6293-cov-13.708240	6293	phage	0.168	0.730	False	False	0.360	0.000	bacteria	0	3	0	0	0.199	0.040	3.998	0.098	-4.969	0.497	-4.082	0.158	3V		
ERZ773086.4868-NODE-4868-length-6164-cov-2.428548	6164	phage	0.160	0.755	False	False	0.536	0.000	bacteria	0	3	0	0	-0.484	0.148	4.727	1.800	-6.039	0.580	-2.457	1.688	3V		
ERZ773086.4874-NODE-4874-length-6158-cov-7.314763	6158	phage	0.445	0.360	False	False	0.336	0.000	bacteria	0	3	0	0	0.315	0.501	3.490	1.717	-3.959	1.389	-2.895	0.393	3V		
ERZ773086.4890-NODE-4890-length-6151-cov-4.738681	6151	phage	0.170	0.826	False	False	0.358	0.000	bacteria	0	3	0	0	-0.012	0.331	4.160	0.560	-5.973	0.492	-3.230	0.343	3V		
ERZ773086.4925-NODE-4925-length-6118-cov-6.473363	6118	phage	0.462	0.786	False	False	0.660	0.000	bacteria	0	2	0	0	-0.143	1.542	4.109	2.996	-6.051	0.918	-1.727	0.476	2V		
ERZ773086.5026-NODE-5026-length-6039-cov-7.375501	6039	phage	0.393	0.869	False	False	0.375	0.000	bacteria	1	1	0	0	2.141	2.477	3.174	1.341	-5.125	0.249	-4.688	0.235	1V1n		
ERZ773086.5033-NODE-5033-length-6031-cov-2.278447	6031	phage	0.141	0.748	False	False	0.472	0.000	bacteria	0	2	0	0	-0.516	0.040	3.822	0.555	-4.145	2.258	-3.098	0.223	2V		
ERZ773086.5030-NODE-5030-length-6034-cov-4.224452	6034	phage	0.286	0.790	False	False	0.371	0.000	bacteria	0	2	0	0	0.781	0.333	3.824	0.203	-5.844	0.320	-3.482	1.557	2V		
ERZ773086.5054-NODE-5054-length-6006-cov-3.197110	6006	phage	0.194	0.659	False	False	0.340	0.000	bacteria	0	2	0	0	0.232	0.003	4.004	0.503	-5.516	0.534	-3.170	0.182	2V		
ERZ773086.5163-NODE-5163-length-5903-cov-31.027360	5903	phage	0.109	0.575	False	False	0.492	0.000	bacteria	0	2	0	0	-0.455	0.049	3.984	0.082	-4.773	0.186	-3.264	0.201	2V		
ERZ773086.5166-NODE-5166-length-5900-cov-5.427032	5900	phage	0.007	0.972	False	False	0.427	0.000	bacteria	0	2	0	0	-1.497	0.329	6.262	0.000	-6.375	1.696	-4.086	0.214	2V		
ERZ773086.5192-NODE-5192-length-5879-cov-1.975618	5879	phage	0.347	0.524	False	False	0.432	0.000	bacteria	0	2	0	0	0.727	0.007	3.459	0.025	-5.273	0.630	-3.576	0.189	2V		
ERZ773086.5202-NODE-5202-length-5863-cov-17.398072	5863	phage	0.531	0.700	False	False	0.368	0.000	bacteria	1	1	0	0	0.770	1.404	3.068	2.414	-4.715	0.325	-4.430	1.074	1V1n		
ERZ773086.5211-NODE-5211-length-5854-cov-2.464218	5854	phage	0.012	0.945	False	False	0.521	0.000	bacteria	0	2	0	0	-1.720	0.075	5.527	0.157	-6.559	0.781	-3.176	0.023	2V		
ERZ773086.5250-NODE-5250-length-5821-cov-2.519251	5821	phage	0.084	0.868	False	False	0.329	0.000	bacteria	0	2	0	0	-0.006	0.029	4.762	0.259	-6.406	0.212	-3.639	0.114	2V		
ERZ773086.5288-NODE-5288-length-5791-cov-2.249303	5791	phage	0.002	0.949	False	False	0.542	0.000	bacteria	0	2	0	0	-1.470	0.006	7.762	0.017	-7.484	1.558	-3.768	0.018	2V		
ERZ773086.5351-NODE-5351-length-5747-cov-2.709065	5747	phage	0.044	0.970	False	False	0.555	0.000	bacteria	0	2	0	0	0.071	0.021	5.719	0.520	-7.168	2.145	-4.250	0.131	2V		
ERZ773086.5436-NODE-5436-length-5670-cov-2.620481	5670	phage	0.135	0.866	False	False	0.400	0.000	bacteria	0	2	0	0	-0.124	0.432	4.074	0.004	-4.617	0.164	-4.137	0.792	2V		
ERZ773086.5471-NODE-5471-length-5640-cov-7.425783	5640	phage	0.744	0.810	True	False	0.451	0.000	bacteria	1	1	0	0	-1.192	4.625	3.098	5.262	-5.504	0.000	-1.358	1.665	1n1V		
ERZ773086.5529-NODE-5529-length-5582-cov-22.461191	5582	phage	0.494	0.404	False	False	0.442	0.000	bacteria	0	2	0	0	1.077	1.197	3.709	0.249	-6.523	0.579	-2.340	0.236	2V	DTR	55.000
ERZ773086.5528-NODE-5528-length-5583-cov-5.161179	5583	phage	0.470	0.577	False	False	0.356	0.000	bacteria	0	2	0	0	1.053	0.292	3.740	1.184	-6.402	0.672	-4.270	0.266	2V		
ERZ773086.5553-NODE-5553-length-5565-cov-3.053358	5565	phage	0.694	0.526	False	False	0.360	0.000	bacteria	1	1	0	0	2.236	0.858	3.123	0.270	-6.004	0.224	-4.230	0.021	1V1n		
ERZ773086.5611-NODE-5611-length-5515-cov-3.974542	5515	phage	0.018	0.982	False	False	0.383	0.000	bacteria	0	2	0	0	-1.140	0.013	5.426	0.092	-6.344	0.951	-3.805	0.259	2V		
ERZ773086.5622-NODE-5622-length-5509-cov-2.378621	5509	phage	0.644	0.602	False	False	0.370	0.000	bacteria	0	2	0	0	2.062	0.229	3.639	0.883	-6.605	0.385	-3.748	0.062	2V		
ERZ773086.5627-NODE-5627-length-5506-cov-2.055036	5506	phage	0.341	0.845	False	False	0.380	0.000	bacteria	0	2	0	0	0.829	0.040	3.596	0.050	-5.863	0.305	-4.113	0.160	2V		
ERZ773086.5675-NODE-5675-length-5466-cov-2.880983	5466	phage	0.024	0.794	False	False	0.553	0.000	bacteria	0	2	0	0	-0.361	0.057	5.801	0.089	-6.383	1.837	-3.449	0.180	2V		
ERZ773086.5724-NODE-5724-length-5418-cov-2.604885	5418	phage	0.293	0.872	False	False	0.327	0.000	bacteria	0	2	0	0	0.548	0.528	4.480	1.689	-7.688	0.002	-4.820	0.024	2V		
ERZ773086.5725-NODE-5725-length-5418-cov-1.823047	5418	phage	0.165	0.599	False	False	0.447	0.000	bacteria	0	2	0	0	0.149	0.053	4.117	0.271	-4.551	0.136	-3.703	0.556	2V		
ERZ773086.5744-NODE-5744-length-5399-cov-97.794162	5399	phage	0.073	0.920	False	False	0.673	0.000	bacteria	0	2	0	0	0.257	0.025	5.094	0.069	-6.672	0.852	-3.434	0.000	2V		
ERZ773086.5747-NODE-5747-length-5399-cov-2.697043	5399	phage	0.186	0.646	False	False	0.302	0.000	bacteria	0	2	0	0	0.223	0.002	3.891	0.008	-5.781	0.013	-2.578	0.040	2V		
ERZ773086.5763-NODE-5763-length-5386-cov-2.106171	5386	phage	0.069	0.841	False	False	0.667	0.000	bacteria	0	2	0	0	-0.132	0.047	4.738	0.003	-5.824	0.427	-3.605	0.165	2V		
ERZ773086.5820-NODE-5820-length-5345-cov-5.099433	5345	phage	0.266	0.703	False	False	0.349	0.000	bacteria	0	2	0	0	0.010	0.430	3.436	0.043	-4.891	0.253	-2.635	0.532	2V		
ERZ773086.5839-NODE-5839-length-5330-cov-3.425213	5330	phage	0.298	0.972	False	False	0.456	0.000	bacteria	0	2	0	0	1.663	0.006	4.566	0.073	-6.363	0.042	-5.293	0.246	2V		
ERZ773086.5863-NODE-5863-length-5312-cov-4.091877	5312	phage	0.035	0.937	False	False	0.593	0.000	bacteria	0	2	0	0	-1.038	0.047	4.945	0.277	-6.156	0.665	-3.180	0.002	2V		
ERZ773086.5880-NODE-5880-length-5298-cov-3.210948	5298	phage	0.229	0.624	False	False	0.291	0.000	bacteria	0	2	0	0	0.430	0.041	3.826	0.004	-6.328	1.029	-2.473	0.004	2V		
ERZ773086.6023-NODE-6023-length-5203-cov-2.781469	5203	phage	0.025	0.969	False	False	0.471	0.000	bacteria	0	2	0	0	0.106	0.205	6.227	0.000	-7.426	0.600	-4.395	0.027	2V		
ERZ773086.6078-NODE-6078-length-5166-cov-2.846018	5166	phage	0.535	0.507	False	False	0.404	0.000	bacteria	0	2	0	0	2.166	0.938	4.441	0.386	-6.637	0.085	-4.043	0.000	2V		
ERZ773086.6138-NODE-6138-length-5127-cov-2.741128	5127	phage	0.139	0.877	False	False	0.396	0.000	bacteria	0	2	0	0	0.678	0.000	4.609	0.007	-6.023	0.129	-4.988	0.326	2V		
ERZ773086.6211-NODE-6211-length-5083-cov-6.945505	5083	phage	0.482	0.747	True	False	0.377	0.000	bacteria	1	1	0	0	0.727	2.354	3.500	4.535	-5.086	4.293	-4.043	2.121	1n1V		
ERZ773086.6226-NODE-6226-length-5072-cov-2.066574	5072	phage	0.508	0.711	False	False	0.460	0.000	bacteria	1	1	0	0	3.273	1.121	4.270	1.318	-7.824	0.001	-5.258	0.212	1V1n		
ERZ773086.6262-NODE-6262-length-5048-cov-1.953335	5048	phage	0.164	0.686	False	False	0.538	0.000	bacteria	0	2	0	0	0.701	0.053	4.484	0.041	-5.742	0.556	-4.434	0.068	2V		
ERZ773086.6358-NODE-6358-length-4987-cov-8.687956	4987	phage	0.268	0.360	False	False	0.408	0.000	bacteria	0	2	0	0	0.177	0.904	3.506	0.590	-4.414	3.369	-3.459	1.397	2V		
ERZ773086.6383-NODE-6383-length-4973-cov-2.213705	4973	phage	0.607	0.625	False	False	0.499	0.000	bacteria	0	2	0	0	1.518	0.824	3.305	0.447	-5.746	0.024	-4.379	0.410	2V		
ERZ773086.6388-NODE-6388-length-4971-cov-8.472742	4971	phage	0.232	0.923	False	False	0.349	0.000	bacteria	1	1	0	0	1.655	5.590	3.295	2.699	-7.078	0.667	-3.670	1.048	1n1V		
ERZ773086.6488-NODE-6488-length-4921-cov-2.150843	4921	phage	0.501	0.630	False	False	0.463	0.000	bacteria	1	1	0	0	2.266	1.288	3.230	1.279	-6.215	0.455	-3.395	0.406	1V1n		
ERZ773086.6513-NODE-6513-length-4907-cov-2.400247	4907	phage	0.626	0.669	False	False	0.513	0.000	bacteria	1	1	0	0	3.182	0.577	3.223	0.892	-6.430	0.051	-3.445	0.033	1n1V		
ERZ773086.6520-NODE-6520-length-4904-cov-3.853991	4904	phage	0.071	0.929	False	False	0.411	0.000	bacteria	0	2	0	0	0.193	0.203	5.191	0.113	-7.262	0.038	-4.152	0.168	2V		
ERZ773086.6539-NODE-6539-length-4891-cov-3.499793	4891	phage	0.119	0.888	False	False	0.543	0.000	bacteria	0	2	0	0	1.568	0.011	5.730	0.209	-6.781	0.491	-5.184	0.074	2V		
ERZ773086.6557-NODE-6557-length-4876-cov-74.488488	4876	phage	0.440	0.638	False	False	0.569	0.000	bacteria	0	2	0	0	1.301	0.054	3.662	0.054	-7.074	0.088	-4.020	0.022	2V		
ERZ773086.6567-NODE-6567-length-4870-cov-8.674766	4870	phage	0.368	0.653	False	False	0.380	0.000	bacteria	0	2	0	0	1.493	0.035	4.262	0.458	-7.297	0.127	-4.305	0.021	2V		
ERZ773086.6680-NODE-6680-length-4813-cov-8.091425	4813	phage	0.215	0.683	False	False	0.440	0.000	bacteria	0	2	0	0	-1.355	0.285	3.453	0.626	-5.199	5.898	-1.467	0.934	2V		
ERZ773086.6686-NODE-6686-length-4811-cov-3.366905	4811	phage	0.041	0.852	False	False	0.338	0.000	bacteria	0	2	0	0	-0.464	0.115	5.102	0.017	-6.406	0.459	-3.145	0.174	2V		
ERZ773086.6804-NODE-6804-length-4740-cov-5.385699	4740	phage	0.038	0.858	False	False	0.426	0.000	bacteria	0	2	0	0	-0.057	0.095	5.750	0.250	-8.258	0.030	-4.422	1.387	2V		
ERZ773086.6835-NODE-6835-length-4722-cov-5.678809	4722	phage	0.625	0.807	False	False	0.577	0.000	bacteria	0	2	0	0	2.736	1.360	4.402	0.073	-6.969	3.408	-5.012	0.133	2V		
ERZ773086.6850-NODE-6850-length-4715-cov-3.729399	4715	phage	0.176	0.857	False	False	0.583	0.000	bacteria	0	2	0	0	-0.323	0.009	3.699	0.153	-5.438	0.899	-2.480	1.140	2V		
ERZ773086.6898-NODE-6898-length-4692-cov-6.006901	4692	phage	0.371	0.613	False	False	0.416	0.000	bacteria	0	2	0	0	0.281	0.677	3.275	0.091	-5.621	0.014	-2.551	0.007	2V	DTR	14.000
ERZ773086.6943-NODE-6943-length-4667-cov-2.442758	4667	phage	0.131	0.820	False	False	0.663	0.000	bacteria	0	2	0	0	1.029	0.058	5.070	0.012	-8.062	0.082	-4.371	0.018	2V		
ERZ773086.6949-NODE-6949-length-4664-cov-5.401389	4664	phage	0.614	0.753	False	False	0.256	0.000	bacteria	1	1	0	0	2.158	0.047	3.615	2.459	-9.383	10.375	-4.902	1.668	1V1n		
ERZ773086.6961-NODE-6961-length-4658-cov-2.980448	4658	phage	0.194	0.859	False	False	0.547	0.000	bacteria	0	2	0	0	2.115	0.134	5.645	0.000	-6.902	0.045	-5.484	0.089	2V		
ERZ773086.6985-NODE-6985-length-4648-cov-2.364685	4648	phage	0.046	0.916	False	False	0.389	0.000	bacteria	0	2	0	0	-0.490	0.094	4.949	0.012	-6.379	0.004	-3.381	0.003	2V		
ERZ773086.7021-NODE-7021-length-4626-cov-5.631372	4626	phage	0.474	0.579	False	False	0.349	0.000	bacteria	0	2	0	0	1.030	0.229	3.285	0.001	-5.246	0.415	-4.000	0.448	2V		
ERZ773086.7049-NODE-7049-length-4613-cov-4.316367	4613	phage	0.118	0.754	False	False	0.493	0.000	bacteria	0	2	0	0	0.505	0.693	5.453	0.621	-6.418	2.947	-3.955	0.042	2V	DTR	55.000
ERZ773086.7099-NODE-7099-length-4587-cov-3.086937	4587	phage	0.074	0.941	False	False	0.663	0.000	bacteria	0	2	0	0	0.301	0.112	5.383	0.444	-7.195	0.708	-4.270	0.034	2V		
ERZ773086.7160-NODE-7160-length-4545-cov-2.789310	4545	phage	0.473	0.657	False	False	0.471	0.000	bacteria	0	2	0	0	2.070	0.162	4.301	0.448	-7.238	4.613	-3.633	0.792	2V		
ERZ773086.7197-NODE-7197-length-4519-cov-3.025986	4519	phage	0.300	0.681	False	False	0.395	0.000	bacteria	0	2	0	0	1.430	0.170	4.742	0.724	-7.102	1.343	-4.785	0.358	2V		
ERZ773086.7205-NODE-7205-length-4515-cov-12.861211	4515	phage	0.396	0.504	False	False	0.330	0.000	bacteria	0	2	0	0	0.401	0.000	3.396	1.177	-4.684	2.578	-2.889	0.595	2V	DTR	55.000
ERZ773086.7228-NODE-7228-length-4504-cov-4.084738	4504	phage	0.006	0.974	False	False	0.653	0.000	bacteria	0	2	0	0	-1.877	0.639	6.336	0.011	-6.215	0.427	-3.768	0.058	2V		
ERZ773086.7283-NODE-7283-length-4478-cov-2.066697	4478	phage	0.001	0.994	False	False	0.385	0.000	bacteria	0	2	0	0	-2.791	0.081	7.906	0.030	-8.281	0.934	-4.117	0.013	2V		
ERZ773086.7322-NODE-7322-length-4459-cov-2.337875	4459	phage	0.370	0.879	False	False	0.339	0.000	bacteria	0	2	0	0	1.062	1.044	4.125	0.175	-6.848	0.208	-4.152	0.817	2V		
ERZ773086.7349-NODE-7349-length-4448-cov-2.864330	4448	phage	0.382	0.687	False	False	0.303	0.000	bacteria	1	1	0	0	1.734	1.515	3.072	3.070	-6.043	0.250	-3.352	0.067	1n1V		
ERZ773086.7380-NODE-7380-length-4436-cov-2.514494	4436	phage	0.671	0.496	False	False	0.365	0.000	bacteria	0	2	0	0	0.274	0.091	3.031	2.324	-3.490	7.492	-2.906	0.345	2V		
ERZ773086.7398-NODE-7398-length-4425-cov-3.155606	4425	phage	0.477	0.616	False	False	0.253	0.000	bacteria	0	2	0	0	0.671	0.092	3.287	0.756	-5.801	0.167	-2.561	2.967	2V		
ERZ773086.7416-NODE-7416-length-4418-cov-3.068531	4418	phage	0.036	0.872	False	False	0.438	0.000	bacteria	0	2	0	0	-0.660	0.101	5.398	0.440	-5.988	2.510	-3.229	0.082	2V		
ERZ773086.7438-NODE-7438-length-4410-cov-2.654420	4410	phage	0.486	0.511	False	False	0.304	0.000	bacteria	0	2	0	0	0.796	0.064	3.146	0.251	-4.125	0.018	-3.102	0.346	2V		
ERZ773086.7464-NODE-7464-length-4393-cov-2.035270	4393	phage	0.110	0.784	False	False	0.322	0.000	bacteria	0	2	0	0	0.373	0.124	4.699	0.021	-6.172	0.044	-4.102	0.069	2V		
ERZ773086.7467-NODE-7467-length-4391-cov-3.579336	4391	phage	0.650	0.554	False	False	0.263	0.000	bacteria	0	2	0	0	0.578	0.197	3.062	1.127	-5.109	0.041	-2.012	3.135	2V		
ERZ773086.7527-NODE-7527-length-4364-cov-3.648642	4364	phage	0.036	0.952	False	False	0.366	0.000	bacteria	0	2	0	0	-0.698	0.264	5.070	0.215	-6.426	0.663	-3.145	0.487	2V		
ERZ773086.7539-NODE-7539-length-4357-cov-2.261506	4357	phage	0.026	0.950	False	False	0.418	0.000	bacteria	0	2	0	0	-1.126	0.043	5.113	0.086	-6.031	1.841	-2.742	0.221	2V		
ERZ773086.7543-NODE-7543-length-4355-cov-2.551860	4355	phage	0.468	0.806	True	False	0.385	0.000	bacteria	1	1	0	0	1.080	2.242	3.795	4.504	-5.352	0.461	-3.016	0.539	1V1n		
ERZ773086.7593-NODE-7593-length-4333-cov-71.771388	4333	phage	0.139	0.797	False	False	0.639	0.000	bacteria	0	2	0	0	0.307	0.167	4.344	0.011	-6.512	0.544	-3.066	0.438	2V		
ERZ773086.7637-NODE-7637-length-4316-cov-2.469608	4316	phage	0.288	0.937	False	False	0.333	0.000	bacteria	1	1	0	0	2.055	3.809	3.756	2.994	-7.297	0.568	-5.551	0.017	1V1n		
ERZ773086.7656-NODE-7656-length-4306-cov-22.982592	4306	phage	0.506	0.792	False	False	0.296	0.000	bacteria	1	1	0	0	0.874	2.615	3.506	2.301	-6.191	0.540	-3.332	0.012	1V1n		
ERZ773086.7688-NODE-7688-length-4291-cov-2.055713	4291	phage	0.105	0.864	False	False	0.401	0.000	bacteria	0	2	0	0	0.288	0.016	4.598	0.008	-5.762	0.009	-4.035	0.125	2V		
ERZ773086.7694-NODE-7694-length-4288-cov-2.551146	4288	phage	0.019	0.867	False	False	0.476	0.000	archaea	0	2	0	0	-2.779	0.848	5.547	1.675	-5.926	2.219	-2.426	0.104	2V		
ERZ773086.7709-NODE-7709-length-4276-cov-2.095712	4276	phage	0.095	0.836	False	False	0.629	0.000	bacteria	0	2	0	0	1.447	0.062	5.871	0.000	-6.891	0.002	-5.590	0.010	2V		
ERZ773086.7749-NODE-7749-length-4259-cov-1.989296	4259	phage	0.626	0.634	False	False	0.569	0.000	bacteria	0	2	0	0	1.361	0.431	3.182	0.068	-6.402	0.316	-2.523	0.227	2V		
ERZ773086.7752-NODE-7752-length-4258-cov-1.900785	4258	phage	0.195	0.653	False	False	0.518	0.000	bacteria	0	2	0	0	0.582	1.020	5.086	0.839	-7.648	0.038	-3.613	0.233	2V		
ERZ773086.7767-NODE-7767-length-4251-cov-3.292660	4251	phage	0.062	0.920	False	False	0.411	0.000	bacteria	0	2	0	0	0.546	0.014	5.484	0.019	-7.234	0.200	-4.562	0.086	2V		
ERZ773086.7782-NODE-7782-length-4245-cov-7.665394	4245	phage	0.554	0.799	False	False	0.336	0.000	bacteria	0	2	0	0	0.786	0.185	3.449	2.211	-5.543	1.053	-3.379	2.789	2V		
ERZ773086.7823-NODE-7823-length-4225-cov-6.797362	4225	phage	0.419	0.701	False	False	0.422	0.000	bacteria	0	2	0	0	-0.526	3.309	3.568	1.258	-6.074	0.818	-2.812	0.550	2V		
ERZ773086.7830-NODE-7830-length-4220-cov-6.112125	4220	phage	0.401	0.871	False	False	0.357	0.000	bacteria	1	1	0	0	2.719	1.355	3.342	1.895	-6.531	0.224	-4.617	0.078	1n1V		
ERZ773086.7858-NODE-7858-length-4208-cov-2.434866	4208	phage	0.488	0.699	False	False	0.536	0.000	bacteria	0	2	0	0	1.161	0.084	3.357	0.029	-5.574	0.119	-3.943	0.078	2V		
ERZ773086.7892-NODE-7892-length-4192-cov-2.355330	4192	phage	0.043	0.920	False	False	0.424	0.000	bacteria	0	2	0	0	-0.427	0.032	4.992	0.065	-5.816	0.020	-4.164	0.004	2V		
