contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
ERZ773086.1721-NODE-1721-length-13224-cov-4.502012	13224	non-phage	0.151	0.951	False	True	0.680	0.000		6	0	0	0	4.816	0.832	-0.519	1.513	-7.141	0.523	-3.254	1.251	6n		
ERZ773086.1723-NODE-1723-length-13211-cov-6.426801	13211	phage	0.257	0.693	False	False	0.504	0.000	bacteria	0	6	0	0	0.868	0.402	4.512	0.787	-7.449	1.561	-3.816	0.292	6V		
ERZ773086.1722-NODE-1722-length-13219-cov-2.151246	13219	non-phage	0.537	0.749	False	False	0.512	0.000		6	0	0	0	3.713	0.539	1.297	0.711	-4.070	3.396	-4.121	0.919	6n		
ERZ773086.1724-NODE-1724-length-13210-cov-11.271912	13210	non-phage	0.026	0.913	False	False	0.487	0.000		6	0	0	0	6.973	0.628	0.703	0.650	-7.941	1.304	-3.678	1.074	6n		
ERZ773086.1725-NODE-1725-length-13205-cov-13.567985	13205	non-phage	0.042	0.969	False	True	0.688	0.000		6	0	0	0	5.227	0.619	-1.396	0.699	-6.883	1.513	-2.834	1.068	6n		
ERZ773086.1726-NODE-1726-length-13203-cov-6.847429	13203	non-phage	0.487	0.762	False	False	0.515	0.000		5	1	0	0	3.607	1.201	2.018	1.034	-5.391	0.709	-4.191	0.583	1n1V4n		
ERZ773086.1727-NODE-1727-length-13201-cov-3.089685	13201	non-phage	0.222	0.896	False	True	0.385	0.000		6	0	0	0	4.648	1.360	0.194	0.711	-6.031	0.898	-2.676	0.900	6n		
ERZ773086.1728-NODE-1728-length-13193-cov-8.253159	13193	non-phage	0.314	0.768	False	True	0.416	0.000		6	0	0	0	3.975	0.573	0.200	1.498	-3.217	3.510	-2.717	1.489	6n		
ERZ773086.1729-NODE-1729-length-13191-cov-82.946787	13191	non-phage	0.570	0.838	False	False	0.418	0.000		5	1	0	0	3.998	0.748	2.012	0.385	-6.266	0.854	-5.055	0.763	4n1V1n		
ERZ773086.1730-NODE-1730-length-13189-cov-3.975255	13189	non-phage	0.785	0.683	False	True	0.289	0.000		6	0	0	0	2.453	1.009	0.583	0.653	-3.879	0.609	-1.530	0.839	6n		
ERZ773086.1731-NODE-1731-length-13170-cov-2.690965	13170	non-phage	0.019	0.989	False	True	0.391	0.000		6	0	0	0	6.691	0.465	0.182	0.366	-8.438	4.211	-4.277	1.040	6n		
ERZ773086.1732-NODE-1732-length-13167-cov-14.681132	13167	non-phage	0.311	0.919	False	True	0.410	0.000		6	0	0	0	4.184	1.259	0.620	0.832	-6.219	1.910	-2.613	2.166	6n		
ERZ773086.1733-NODE-1733-length-13155-cov-8.382214	13155	non-phage	0.232	0.877	False	True	0.302	0.000		5	1	0	0	3.688	1.509	-0.703	3.000	-6.863	0.682	-1.256	1.436	5n1V		
ERZ773086.1735-NODE-1735-length-13142-cov-12.446932	13142	non-phage	0.035	0.974	False	True	0.724	0.000		6	0	0	0	5.824	1.269	-1.033	0.984	-8.016	1.012	-3.688	0.320	6n		
ERZ773086.1736-NODE-1736-length-13138-cov-7.503325	13138	non-phage	0.073	0.951	False	True	0.676	0.000		6	0	0	0	5.047	0.647	-0.968	1.612	-6.160	1.357	-3.166	0.528	6n		
ERZ773086.1734-NODE-1734-length-13143-cov-5.071898	13143	phage	0.316	0.761	False	False	0.312	0.000	bacteria	1	5	0	0	0.197	1.162	3.764	1.951	-6.340	0.275	-2.203	0.519	1n5V		
ERZ773086.1738-NODE-1738-length-13116-cov-4.631958	13116	non-phage	0.036	0.960	False	True	0.686	0.000		6	0	0	0	5.461	0.733	-0.934	0.215	-7.613	3.105	-3.117	1.470	6n		
ERZ773086.1737-NODE-1737-length-13122-cov-8.062677	13122	non-phage	0.358	0.770	False	True	0.600	0.000		5	1	0	0	4.480	3.488	0.378	2.246	-5.461	11.000	-3.857	1.062	3n1V2n		
ERZ773086.1739-NODE-1739-length-13110-cov-4.963922	13110	non-phage	0.226	0.969	False	True	0.707	0.000		6	0	0	0	5.145	2.992	-1.268	1.165	-6.570	1.744	-2.674	2.383	6n		
ERZ773086.1740-NODE-1740-length-13106-cov-6.866217	13106	non-phage	0.830	0.658	False	False	0.351	0.000		4	2	0	0	2.023	0.958	1.602	0.462	-4.527	1.730	-2.033	1.223	1n1V1n1V2n		
ERZ773086.1741-NODE-1741-length-13104-cov-11.445321	13104	non-phage	0.036	0.966	False	True	0.706	0.000		6	0	0	0	5.676	0.558	-1.542	1.016	-7.590	0.259	-3.713	1.179	6n		
ERZ773086.1742-NODE-1742-length-13086-cov-3.845599	13086	non-phage	0.190	0.888	False	True	0.648	0.000		6	0	0	0	4.734	1.928	-1.312	2.000	-6.230	3.973	-2.594	2.027	6n		
ERZ773086.1743-NODE-1743-length-13084-cov-19.157725	13084	non-phage	0.654	0.705	False	False	0.352	0.000		5	1	0	0	2.438	1.300	0.823	0.717	-3.332	2.678	-2.021	1.890	4n1V1n		
ERZ773086.1744-NODE-1744-length-13083-cov-4.617439	13083	non-phage	0.260	0.925	False	True	0.316	0.000		5	0	0	1	4.215	1.607	-0.811	1.409	-7.480	1.246	-1.465	3.273	6n		
ERZ773086.1745-NODE-1745-length-13077-cov-3.566503	13077	phage	0.886	0.592	True	False	0.407	0.000	bacteria	2	3	0	1	0.375	1.039	1.586	2.041	-4.289	0.582	-0.986	2.059	1V2n2V1n		
ERZ773086.1746-NODE-1746-length-13075-cov-33.740476	13075	non-phage	0.337	0.889	False	True	0.380	0.000		6	0	0	0	4.102	0.717	0.517	1.098	-5.074	2.500	-3.113	1.651	6n		
ERZ773086.1748-NODE-1748-length-13071-cov-12.772280	13071	non-phage	0.222	0.887	False	True	0.441	0.000		6	0	0	0	4.441	0.971	0.047	1.289	-4.559	2.646	-2.207	0.795	6n		
ERZ773086.1747-NODE-1747-length-13072-cov-21.133518	13072	non-phage	0.705	0.644	False	False	0.389	0.000		6	0	0	0	2.848	0.475	1.167	1.052	-3.404	2.133	-2.969	1.554	6n		
ERZ773086.1749-NODE-1749-length-13071-cov-7.117701	13071	non-phage	0.108	0.962	False	True	0.375	0.000		6	0	0	0	4.754	0.319	0.057	0.186	-5.148	1.179	-3.391	0.134	6n		
ERZ773086.1750-NODE-1750-length-13071-cov-3.690535	13071	non-phage	0.562	0.767	False	True	0.666	0.000		5	0	0	1	4.383	7.527	-1.137	1.142	-4.676	13.438	-2.566	3.195	6n	DTR	13.000
ERZ773086.1752-NODE-1752-length-13066-cov-17.345554	13066	non-phage	0.168	0.867	False	False	0.554	0.000		5	1	0	0	6.188	3.107	1.552	0.935	-7.953	0.528	-3.867	0.391	5n1V		
ERZ773086.1753-NODE-1753-length-13063-cov-30.856089	13063	non-phage	0.127	0.927	False	True	0.422	0.000		6	0	0	0	4.996	0.375	0.137	1.384	-6.727	3.742	-2.916	3.006	6n		
ERZ773086.1751-NODE-1751-length-13069-cov-3.016060	13069	non-phage	0.422	0.809	False	False	0.586	0.000		5	1	0	0	4.777	1.703	2.557	0.849	-6.055	1.189	-4.055	0.554	2n1V3n	DTR	13.000
ERZ773086.1755-NODE-1755-length-13049-cov-12.320456	13049	non-phage	0.002	0.987	False	True	0.755	0.000		6	0	0	0	6.895	0.356	-2.420	0.279	-8.570	1.874	-3.826	0.082	6n		
ERZ773086.1754-NODE-1754-length-13059-cov-5.400492	13059	non-phage	0.567	0.754	False	False	0.385	0.000		4	2	0	0	3.648	1.933	1.634	0.391	-4.832	1.575	-3.406	0.665	1n1V2n1V1n		
ERZ773086.1756-NODE-1756-length-13049-cov-6.001462	13049	non-phage	0.404	0.906	False	True	0.341	0.000		6	0	0	0	3.842	1.575	0.374	1.359	-6.016	1.359	-2.648	1.741	6n		
ERZ773086.1757-NODE-1757-length-13046-cov-2.974290	13046	non-phage	1.026	0.560	False	True	0.622	0.000		4	2	0	0	1.827	1.656	0.089	1.687	-2.486	8.375	-1.784	4.227	1n1V1n1V2n		
ERZ773086.1759-NODE-1759-length-13028-cov-16.032837	13028	non-phage	0.004	0.993	False	True	0.734	0.000		6	0	0	0	6.965	0.398	-2.451	0.551	-8.547	1.033	-3.516	1.284	6n		
ERZ773086.1758-NODE-1758-length-13031-cov-5.211776	13031	non-phage	0.138	0.952	False	True	0.675	0.000		6	0	0	0	4.512	0.689	-0.479	0.371	-6.332	1.191	-2.549	1.907	6n		
ERZ773086.1760-NODE-1760-length-13028-cov-7.433207	13028	non-phage	0.123	0.968	False	True	0.363	0.000		6	0	0	0	4.715	0.531	0.025	0.313	-5.516	0.336	-2.713	1.002	6n		
ERZ773086.1761-NODE-1761-length-13027-cov-3.176226	13027	non-phage	1.129	0.324	False	True	0.627	0.000		5	1	0	0	1.902	0.366	-0.197	1.833	-0.354	1.735	-1.801	3.145	2n1V3n		
ERZ773086.1763-NODE-1763-length-13018-cov-14.539767	13018	non-phage	0.111	0.963	False	True	0.669	0.000		6	0	0	0	4.656	0.265	0.072	0.194	-7.199	1.271	-3.930	0.335	6n		
ERZ773086.1764-NODE-1764-length-13016-cov-10.265952	13016	non-phage	0.158	0.955	False	True	0.421	0.000		6	0	0	0	4.914	1.260	-0.056	0.867	-6.059	2.816	-3.307	0.737	6n		
ERZ773086.1765-NODE-1765-length-13007-cov-41.214639	13007	non-phage	0.221	0.922	False	True	0.566	0.000		6	0	0	0	4.820	1.243	0.575	0.587	-4.910	6.719	-3.613	0.506	6n		
ERZ773086.1762-NODE-1762-length-13025-cov-6.594449	13025	non-phage	0.559	0.779	False	False	0.591	0.000		5	1	0	0	3.004	2.701	1.148	1.132	-6.281	1.739	-2.096	2.326	1V5n		
ERZ773086.1766-NODE-1766-length-13000-cov-16.774199	13000	non-phage	0.041	0.982	False	False	0.545	0.000		6	0	0	0	6.738	0.380	1.005	0.238	-7.172	0.641	-4.156	0.316	6n		
ERZ773086.1767-NODE-1767-length-12998-cov-6.187669	12998	non-phage	0.299	0.813	False	True	0.402	0.000		6	0	0	0	4.570	0.885	1.102	1.139	-5.371	1.258	-3.395	2.113	6n		
ERZ773086.1768-NODE-1768-length-12996-cov-19.829689	12996	non-phage	0.045	0.946	False	False	0.559	0.000		6	0	0	0	6.129	0.526	0.451	0.301	-6.809	1.036	-2.811	0.930	6n	DTR	13.000
ERZ773086.1769-NODE-1769-length-12994-cov-3.215163	12994	non-phage	0.094	0.958	False	True	0.401	0.000		6	0	0	0	5.934	1.343	0.500	0.737	-6.719	3.705	-3.641	1.744	6n		
ERZ773086.1770-NODE-1770-length-12993-cov-9.035400	12993	non-phage	0.448	0.804	False	True	0.357	0.000		5	1	0	0	3.172	1.650	0.482	1.332	-4.316	0.937	-2.477	2.633	1V5n		
ERZ773086.1771-NODE-1771-length-12988-cov-17.351581	12988	non-phage	0.042	0.968	False	True	0.711	0.000		6	0	0	0	5.820	1.726	-1.705	0.811	-7.293	3.045	-3.180	1.301	6n		
ERZ773086.1772-NODE-1772-length-12986-cov-2.931560	12986	non-phage	0.311	0.864	False	True	0.352	0.000		6	0	0	0	3.648	0.428	-0.068	0.811	-4.371	0.859	-1.562	0.833	6n		
ERZ773086.1773-NODE-1773-length-12979-cov-11.572888	12979	non-phage	0.201	0.926	False	False	0.392	0.000		6	0	0	0	4.418	0.627	0.425	0.393	-5.234	0.425	-3.273	0.503	6n		
ERZ773086.1775-NODE-1775-length-12976-cov-4.724402	12976	non-phage	0.014	0.973	False	True	0.713	0.000		6	0	0	0	5.641	0.128	-1.409	0.234	-6.750	0.292	-3.260	0.863	6n		
ERZ773086.1777-NODE-1777-length-12970-cov-20.771041	12970	non-phage	0.056	0.961	False	True	0.705	0.000		6	0	0	0	5.477	0.990	-1.026	1.175	-7.270	0.646	-3.412	0.802	6n	ITR	13.000
ERZ773086.1774-NODE-1774-length-12977-cov-14.495976	12977	non-phage	0.283	0.712	False	True	0.432	0.000		4	2	0	0	3.209	3.031	1.210	2.311	-4.180	1.415	-2.656	1.572	2V4n		
ERZ773086.1776-NODE-1776-length-12973-cov-12.143908	12973	non-phage	0.279	0.920	False	True	0.668	0.000		6	0	0	0	4.277	0.579	0.191	2.078	-6.383	1.632	-4.160	0.282	6n		
ERZ773086.1778-NODE-1778-length-12970-cov-7.885172	12970	non-phage	0.665	0.663	False	False	0.340	0.000		3	3	0	0	2.344	1.665	2.312	0.901	-6.262	2.951	-3.533	0.080	2V1n1V2n		
ERZ773086.1779-NODE-1779-length-12964-cov-44.790456	12964	non-phage	0.258	0.955	False	False	0.595	0.000		6	0	0	0	4.539	1.509	0.545	0.382	-7.309	3.730	-2.369	0.867	6n	ITR	14.000
ERZ773086.1780-NODE-1780-length-12963-cov-13.423458	12963	non-phage	0.467	0.923	False	True	0.653	0.000		5	1	0	0	3.342	0.637	1.160	1.385	-6.945	0.570	-3.895	1.451	3n1V2n		
ERZ773086.1781-NODE-1781-length-12958-cov-12.393939	12958	non-phage	0.052	0.880	False	True	0.509	0.000		6	0	0	0	6.387	0.574	0.398	0.686	-6.734	0.967	-2.793	0.665	6n		
ERZ773086.1782-NODE-1782-length-12952-cov-6.428859	12952	non-phage	0.218	0.967	False	True	0.685	0.000		6	0	0	0	4.422	0.739	0.286	0.954	-7.133	0.910	-3.361	2.473	6n		
ERZ773086.1783-NODE-1783-length-12948-cov-2.518886	12948	non-phage	0.904	0.535	False	True	0.480	0.000		4	1	1	0	2.324	1.988	0.320	1.157	-2.303	7.441	-2.180	2.402	5n1V		
ERZ773086.1784-NODE-1784-length-12946-cov-4.094174	12946	non-phage	0.655	0.613	False	False	0.441	0.000		4	2	0	0	2.857	2.291	0.999	0.872	-4.004	5.512	-2.363	0.253	1n2V3n		
ERZ773086.1785-NODE-1785-length-12936-cov-5.188339	12936	non-phage	0.577	0.868	False	False	0.611	0.000		4	2	0	0	3.219	2.557	1.897	1.530	-7.402	2.414	-3.482	0.250	1V2n1V2n		
ERZ773086.1786-NODE-1786-length-12933-cov-6.764171	12933	non-phage	0.440	0.819	False	True	0.315	0.000		5	1	0	0	3.404	1.299	0.208	1.099	-6.195	1.747	-1.446	1.407	3n1V2n		
ERZ773086.1787-NODE-1787-length-12917-cov-9.760457	12917	non-phage	0.093	0.970	False	True	0.710	0.000		6	0	0	0	5.551	1.888	-1.188	0.709	-8.078	0.467	-3.377	2.070	6n		
ERZ773086.1788-NODE-1788-length-12915-cov-8.113997	12915	non-phage	0.167	0.939	False	True	0.673	0.000		6	0	0	0	4.762	1.589	-1.147	1.202	-6.465	1.547	-2.395	1.447	6n		
ERZ773086.1789-NODE-1789-length-12913-cov-3.300124	12913	non-phage	0.389	0.629	False	True	0.448	0.000		4	2	0	0	2.576	4.871	2.059	5.055	-5.219	1.941	-3.254	2.027	2V4n		
ERZ773086.1790-NODE-1790-length-12911-cov-35.939017	12911	non-phage	0.344	0.926	False	False	0.500	0.000		6	0	0	0	3.771	0.168	0.807	0.538	-5.621	4.535	-2.807	1.093	6n		
ERZ773086.1791-NODE-1791-length-12910-cov-9.898172	12910	non-phage	0.032	0.964	False	True	0.712	0.000		6	0	0	0	5.641	0.497	-1.734	1.070	-8.289	1.309	-2.824	1.625	6n		
ERZ773086.1792-NODE-1792-length-12909-cov-11.253773	12909	non-phage	0.088	0.978	False	True	0.740	0.000		6	0	0	0	6.395	2.332	-1.713	1.344	-7.957	1.514	-3.363	1.032	6n		
ERZ773086.1794-NODE-1794-length-12903-cov-2.968011	12903	non-phage	0.745	0.695	False	True	0.613	0.000		5	1	0	0	2.850	1.043	0.349	1.700	-3.561	6.004	-2.424	1.592	3n1V2n		
ERZ773086.1793-NODE-1793-length-12908-cov-3.054462	12908	non-phage	0.902	0.548	False	True	0.445	0.000		2	1	0	3	1.549	0.807	-0.834	2.369	-3.170	2.451	0.835	2.311	1n1V4n		
ERZ773086.1795-NODE-1795-length-12901-cov-27.276584	12901	non-phage	0.406	0.886	False	True	0.541	0.000		6	0	0	0	3.510	0.588	0.328	0.739	-5.793	1.161	-1.487	0.919	6n		
ERZ773086.1796-NODE-1796-length-12897-cov-13.847765	12897	non-phage	0.007	0.980	False	True	0.723	0.000		6	0	0	0	6.207	0.116	-1.648	0.341	-8.336	0.578	-3.625	0.170	6n		
ERZ773086.1797-NODE-1797-length-12887-cov-4.850686	12887	non-phage	0.068	0.955	False	True	0.703	0.000		6	0	0	0	5.109	0.473	-0.531	0.655	-6.211	2.359	-3.730	0.975	6n		
ERZ773086.1799-NODE-1799-length-12884-cov-39.130408	12884	non-phage	0.406	0.868	False	False	0.584	0.000		6	0	0	0	4.383	1.367	1.282	0.813	-6.098	0.727	-4.199	0.514	6n		
ERZ773086.1800-NODE-1800-length-12884-cov-6.665368	12884	non-phage	0.503	0.852	False	True	0.660	0.000		5	1	0	0	3.682	2.424	0.528	3.076	-6.160	1.339	-3.418	0.910	1n1V4n		
ERZ773086.1801-NODE-1801-length-12878-cov-21.941901	12878	non-phage	0.031	0.957	False	False	0.589	0.000		6	0	0	0	7.027	0.417	1.041	0.599	-8.000	1.916	-3.994	1.017	6n		
ERZ773086.1798-NODE-1798-length-12885-cov-5.207560	12885	non-phage	0.278	0.839	False	False	0.415	0.000		6	0	0	0	4.188	0.423	0.817	0.186	-5.812	1.044	-2.416	1.480	6n		
ERZ773086.1802-NODE-1802-length-12868-cov-4.660813	12868	non-phage	0.359	0.810	False	True	0.466	0.000		6	0	0	0	5.105	4.500	0.187	0.686	-4.609	10.883	-3.598	3.850	6n		
ERZ773086.1803-NODE-1803-length-12863-cov-13.496487	12863	non-phage	0.243	0.926	False	True	0.681	0.000		6	0	0	0	5.109	3.508	-0.487	2.205	-7.758	4.625	-4.258	0.737	6n		
ERZ773086.1804-NODE-1804-length-12862-cov-23.384711	12862	non-phage	0.141	0.936	False	False	0.501	0.000		6	0	0	0	6.082	0.987	1.316	0.378	-7.414	0.384	-3.684	0.184	6n		
ERZ773086.1805-NODE-1805-length-12862-cov-3.350121	12862	non-phage	0.801	0.756	False	True	0.402	0.000		5	1	0	0	2.473	1.401	-0.064	1.041	-4.520	1.901	-0.611	1.465	5n1V		
ERZ773086.1806-NODE-1806-length-12853-cov-4.451477	12853	non-phage	0.175	0.932	False	False	0.323	0.000		6	0	0	0	4.570	0.397	0.583	0.294	-6.691	0.890	-3.615	0.535	6n		
ERZ773086.1807-NODE-1807-length-12843-cov-4.505083	12843	non-phage	0.038	0.980	False	True	0.708	0.000		6	0	0	0	5.570	0.358	-1.144	1.318	-6.570	0.386	-3.570	0.299	6n		
ERZ773086.1808-NODE-1808-length-12832-cov-9.736480	12832	non-phage	0.133	0.947	False	True	0.695	0.000		6	0	0	0	4.977	1.520	-0.582	0.236	-7.133	3.412	-3.127	3.189	6n		
ERZ773086.1809-NODE-1809-length-12822-cov-13.107543	12822	non-phage	0.003	0.983	False	True	0.731	0.000		6	0	0	0	6.758	0.204	-2.170	0.101	-8.062	0.742	-3.615	0.130	6n		
ERZ773086.1810-NODE-1810-length-12819-cov-2.903087	12819	non-phage	1.122	0.410	False	True	0.403	0.000		4	1	0	1	1.694	0.533	0.199	1.763	-2.285	1.800	-0.264	1.259	3n1V2n		
ERZ773086.1811-NODE-1811-length-12818-cov-8.449738	12818	non-phage	0.365	0.932	False	True	0.650	0.000		6	0	0	0	3.992	0.811	0.587	1.281	-6.781	0.675	-4.016	0.365	6n		
ERZ773086.1812-NODE-1812-length-12812-cov-2.676962	12812	non-phage	0.029	0.986	False	False	0.414	0.000		6	0	0	0	6.641	0.209	0.533	0.220	-7.555	1.239	-4.262	1.418	6n		
ERZ773086.1814-NODE-1814-length-12806-cov-11.079602	12806	non-phage	0.188	0.958	False	False	0.372	0.000		6	0	0	0	4.434	0.800	0.494	0.189	-5.637	1.396	-3.391	0.235	6n		
ERZ773086.1815-NODE-1815-length-12803-cov-4.853781	12803	non-phage	0.407	0.886	False	False	0.615	0.000		6	0	0	0	4.020	1.192	1.191	0.174	-5.949	3.008	-3.025	1.425	6n		
ERZ773086.1813-NODE-1813-length-12807-cov-41.131901	12807	non-phage	0.445	0.817	False	True	0.577	0.000		6	0	0	0	4.777	2.289	1.215	1.630	-6.887	2.354	-4.090	0.660	6n		
ERZ773086.1816-NODE-1816-length-12802-cov-3.455401	12802	non-phage	0.170	0.966	False	True	0.424	0.000		6	0	0	0	4.957	1.342	0.219	0.658	-6.977	3.688	-3.414	2.121	6n		
ERZ773086.1817-NODE-1817-length-12802-cov-3.386287	12802	non-phage	0.108	0.919	False	True	0.481	0.000		6	0	0	0	5.480	0.757	0.576	0.724	-7.066	1.904	-3.570	0.885	6n		
ERZ773086.1818-NODE-1818-length-12796-cov-11.076682	12796	non-phage	0.112	0.910	False	False	0.479	0.000		6	0	0	0	5.914	1.571	0.795	0.474	-6.316	2.859	-2.809	1.031	6n	ITR	14.000
ERZ773086.1819-NODE-1819-length-12792-cov-4.568501	12792	non-phage	0.202	0.925	False	True	0.657	0.000		5	1	0	0	4.078	2.447	0.060	1.486	-6.520	1.221	-3.133	0.549	4n1V1n		
ERZ773086.1820-NODE-1820-length-12786-cov-2.882727	12786	non-phage	0.043	0.985	False	True	0.389	0.000		6	0	0	0	6.047	0.920	0.234	0.582	-6.992	1.923	-3.547	1.056	6n		
ERZ773086.1821-NODE-1821-length-12785-cov-2.541870	12785	non-phage	0.003	0.971	False	True	0.716	0.000		6	0	0	0	6.723	0.150	-2.359	0.354	-8.836	0.805	-4.215	0.374	6n		
ERZ773086.1822-NODE-1822-length-12783-cov-141.106144	12783	non-phage	0.947	0.470	False	True	0.550	0.000		3	2	1	0	1.484	1.585	0.212	1.249	-0.973	3.912	-3.678	3.498	4n2V		
ERZ773086.1823-NODE-1823-length-12779-cov-2.395002	12779	non-phage	0.047	0.987	False	True	0.385	0.000		6	0	0	0	6.484	0.751	0.398	0.526	-7.645	1.901	-4.582	0.161	6n		
ERZ773086.1825-NODE-1825-length-12771-cov-5.869063	12771	non-phage	0.300	0.912	False	True	0.287	0.000		6	0	0	0	3.715	0.775	-0.681	1.002	-6.977	0.683	-1.036	0.610	6n		
ERZ773086.1826-NODE-1826-length-12762-cov-15.523176	12762	non-phage	0.097	0.955	False	True	0.696	0.000		6	0	0	0	4.754	0.163	0.056	0.384	-6.152	2.141	-3.854	0.819	6n		
ERZ773086.1824-NODE-1824-length-12776-cov-8.104630	12776	phage	0.901	0.527	True	False	0.429	0.000	bacteria	0	4	0	2	0.351	0.242	1.155	2.344	-4.281	0.495	-0.345	3.910	1n2V1n2V		
ERZ773086.1827-NODE-1827-length-12759-cov-14.347528	12759	non-phage	0.445	0.865	False	True	0.390	0.000		5	1	0	0	3.422	0.998	0.462	1.330	-5.215	3.680	-2.271	2.172	1V5n		
ERZ773086.1828-NODE-1828-length-12756-cov-12.443508	12756	non-phage	0.151	0.923	False	True	0.438	0.000		6	0	0	0	5.098	2.105	0.136	0.428	-5.879	2.939	-2.732	1.113	6n		
ERZ773086.1829-NODE-1829-length-12753-cov-10.810679	12753	non-phage	0.040	0.976	False	True	0.701	0.000		6	0	0	0	5.906	0.894	-1.786	1.493	-7.922	0.508	-3.643	0.132	6n		
ERZ773086.1830-NODE-1830-length-12753-cov-7.540243	12753	non-phage	0.486	0.671	False	True	0.408	0.000		4	2	0	0	3.258	2.105	1.232	1.268	-4.402	1.468	-2.615	1.188	3n1V1n1V		
ERZ773086.1831-NODE-1831-length-12746-cov-6.315420	12746	non-phage	0.350	0.865	False	False	0.436	0.000		6	0	0	0	4.562	0.601	1.295	0.972	-5.312	0.706	-3.664	0.716	6n		
ERZ773086.1832-NODE-1832-length-12741-cov-2.751774	12741	non-phage	0.227	0.951	False	True	0.582	0.000		6	0	0	0	4.266	0.649	-0.458	1.199	-7.645	0.299	-1.020	0.673	6n		
ERZ773086.1833-NODE-1833-length-12736-cov-6.665247	12736	non-phage	0.414	0.738	False	False	0.407	0.000		5	1	0	0	4.180	1.440	1.680	0.571	-5.281	1.875	-3.736	0.436	4n1V1n		
ERZ773086.1834-NODE-1834-length-12734-cov-2.822541	12734	non-phage	0.923	0.477	False	True	0.578	0.000		6	0	0	0	2.277	0.559	-0.113	0.512	-2.242	7.758	-1.424	2.543	6n		
ERZ773086.1836-NODE-1836-length-12731-cov-5.772957	12731	phage	1.006	0.472	True	False	0.391	0.000	bacteria	3	3	0	0	0.987	1.262	1.017	1.700	-4.094	4.469	-0.659	1.651	2V3n1V		
ERZ773086.1837-NODE-1837-length-12728-cov-11.601436	12728	non-phage	0.022	0.968	False	True	0.714	0.000		6	0	0	0	5.645	0.472	-0.996	0.250	-7.508	1.607	-4.105	0.467	6n		
ERZ773086.1838-NODE-1838-length-12722-cov-9.026210	12722	non-phage	0.163	0.876	False	True	0.428	0.000		5	1	0	0	4.734	2.797	-0.014	1.662	-5.148	2.760	-2.633	0.528	1V5n		
ERZ773086.1835-NODE-1835-length-12732-cov-6.302674	12732	non-phage	0.244	0.876	False	True	0.347	0.000		6	0	0	0	4.109	1.192	-1.656	1.540	-7.473	0.379	-0.893	2.674	6n		
ERZ773086.1839-NODE-1839-length-12720-cov-2.250138	12720	non-phage	0.507	0.816	False	True	0.565	0.000		4	2	0	0	2.826	2.227	0.585	3.023	-6.949	1.037	-0.949	2.268	1V2n1V2n		
ERZ773086.1840-NODE-1840-length-12715-cov-11.139889	12715	non-phage	0.044	0.929	False	True	0.485	0.000		6	0	0	0	6.496	0.306	0.755	0.841	-7.043	1.045	-3.545	0.661	6n		
ERZ773086.1842-NODE-1842-length-12709-cov-3.038170	12709	non-phage	0.703	0.657	False	True	0.417	0.000		4	1	0	1	2.406	1.438	0.123	2.625	-3.357	3.848	-0.635	2.510	4n1V1n		
ERZ773086.1841-NODE-1841-length-12710-cov-6.144054	12710	non-phage	0.054	0.959	False	True	0.674	0.000		6	0	0	0	4.918	0.394	-1.221	0.769	-6.848	1.300	-2.656	2.148	6n		
ERZ773086.1843-NODE-1843-length-12707-cov-2.796238	12707	non-phage	0.170	0.976	False	True	0.415	0.000		6	0	0	0	5.008	1.145	-1.218	2.168	-6.188	1.866	-1.593	1.058	6n		
ERZ773086.1844-NODE-1844-length-12694-cov-4.715009	12694	non-phage	0.105	0.958	False	True	0.691	0.000		6	0	0	0	5.012	0.333	-0.517	1.441	-6.543	0.549	-3.504	0.495	6n		
ERZ773086.1846-NODE-1846-length-12685-cov-3.529295	12685	non-phage	0.032	0.972	False	True	0.696	0.000		6	0	0	0	5.836	0.592	-1.166	1.160	-7.922	2.912	-4.262	1.033	6n		
ERZ773086.1847-NODE-1847-length-12684-cov-13.950669	12684	non-phage	0.451	0.859	False	False	0.400	0.000		6	0	0	0	3.451	0.511	0.988	0.276	-4.629	0.855	-3.527	1.005	6n		
ERZ773086.1845-NODE-1845-length-12686-cov-3.486343	12686	non-phage	0.102	0.984	False	True	0.702	0.000		6	0	0	0	6.098	2.025	-1.861	1.114	-8.258	0.556	-3.111	2.971	6n		
ERZ773086.1848-NODE-1848-length-12673-cov-5.346489	12673	non-phage	0.514	0.821	False	True	0.478	0.000		6	0	0	0	4.242	2.229	0.819	1.842	-3.898	5.465	-4.117	0.801	6n		
ERZ773086.1849-NODE-1849-length-12666-cov-4.604948	12666	non-phage	0.443	0.589	False	False	0.387	0.000		6	0	0	0	3.758	0.236	1.310	0.466	-3.832	1.797	-3.230	0.236	6n		
ERZ773086.1850-NODE-1850-length-12664-cov-6.024586	12664	non-phage	0.066	0.977	False	False	0.464	0.000		6	0	0	0	5.715	0.754	0.473	0.064	-6.352	2.688	-4.527	0.452	6n		
